coordinate_setting,model,species,random,spatial,optimism_gap_auc,morans_i
with_coords,GAM_multi_interactions_with_coords,Cacophis kreftii,0.8991935483870968,0.9606299212598425,-0.061436372872745726,0.10532816208269774
with_coords,GAM_multi_interactions_with_coords,Calyptotis scutirostrum,0.9268973214285714,0.8120401337792642,0.11485718764930719,0.18019051224794214
with_coords,GAM_multi_interactions_with_coords,Coeranoscincus reticulatus,0.8648148148148148,0.7474431818181818,0.117371632996633,0.34455572704889825
with_coords,GAM_multi_interactions_with_coords,Egernia mcpheei,0.92,0.8292349726775956,0.09076502732240443,-0.02211003929282533
with_coords,GAM_multi_interactions_with_coords,Eulamprus murrayi,0.30708661417322836,,,0.3773785921624047
with_coords,GAM_multi_interactions_with_coords,Ophioscincus truncatus,0.8114630467571644,0.6274247491638796,0.18403829759328483,0.26245688228750746
with_coords,GAM_multi_interactions_with_coords,Pseudechis porphyricaus,0.49866666666666665,0.746031746031746,-0.2473650793650794,-0.01521142547703917
with_coords,GAM_multi_interactions_with_coords,Saltuarius swaini,0.7401574803149606,,,0.2711488541521861
with_coords,GAM_multi_with_coords,Cacophis kreftii,0.9314516129032258,0.9606299212598425,-0.029178308356616722,0.09768465790395454
with_coords,GAM_multi_with_coords,Calyptotis scutirostrum,0.8404017857142857,0.676923076923077,0.16347870879120874,0.22518405071828257
with_coords,GAM_multi_with_coords,Coeranoscincus reticulatus,0.7134259259259259,0.6951704545454546,0.018255471380471344,0.4051658596803218
with_coords,GAM_multi_with_coords,Egernia mcpheei,0.8853333333333333,0.8469945355191257,0.03833879781420757,-0.019614845814867596
with_coords,GAM_multi_with_coords,Eulamprus murrayi,0.28346456692913385,,,0.6408123763528163
with_coords,GAM_multi_with_coords,Ophioscincus truncatus,0.7748868778280543,0.5431438127090301,0.2317430651190242,0.3816084746964049
with_coords,GAM_multi_with_coords,Pseudechis porphyricaus,0.44266666666666665,0.49206349206349204,-0.04939682539682538,0.011680387452560378
with_coords,GAM_multi_with_coords,Saltuarius swaini,0.6299212598425197,,,0.6453363331463791
with_coords,GAM_single_with_coords,Cacophis kreftii,0.8205645161290323,0.8110236220472441,0.009540894081788154,0.1896868975664708
with_coords,GAM_single_with_coords,Calyptotis scutirostrum,0.9268973214285714,0.8280936454849498,0.0988036759436216,0.14875584317526705
with_coords,GAM_single_with_coords,Coeranoscincus reticulatus,0.8634259259259259,0.7494318181818181,0.11399410774410779,0.354274192206065
